SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NUCENT,Nucent Finance Limited,EQ,05-JAN-2005,2,1,INE980A01023,2
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10
NUMERICPW,Numeric Power Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
OCL,OCL India Ltd.,EQ,15-SEP-2004,2,1,INE290B01025,2
OMAXAUTO,OMAX AUTOS LIMITED,EQ,20-FEB-2003,10,1,INE090B01011,10
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10
OMNITECH,Omnitech Infosolutions Limited,EQ,14-AUG-2007,10,1,INE810H01019,10
ONGC,Oil & Natural Gas Corpn Ltd,EQ,19-JUL-1995,10,1,INE213A01011,10
ONWARDTEC,Onward Technologies Ltd,EQ,07-MAR-2001,10,1,INE229A01017,10
OPTOCIRCUI,Opto Circuits (India) Limited,EQ,25-AUG-2003,10,1,INE808B01016,10
ORBITCORP,Orbit Corporation Limited,EQ,12-APR-2007,10,1,INE628H01015,10
ORCHIDCHEM,Orchid Chemicals & Pharmaceuticals Ltd,EQ,02-JUL-1997,10,1,INE191A01019,10
ORGINFO,ORG Informatics Limited,EQ,17-AUG-2007,10,1,INE686D01012,10
ORIENTABRA,Orient Abrasives Limited,EQ,15-DEC-2005,1,1,INE569C01020,1
ORIENTBANK,Oriental Bank of Commerce,EQ,02-JUL-1997,10,1,INE141A01014,10
ORIENTCERA,Orient Ceramics & Industrial Limited,EQ,14-FEB-2007,10,1,INE607D01018,10
ORIENTHOT,Oriental Hotels Ltd,EQ,27-AUG-1998,10,1,INE750A01012,10
ORIENTINFO,Orient Information Technology Limited,EQ,09-JUN-1999,10,1,INE067B01019,10
ORIENTPPR,Orient Paper & Industries Ltd,EQ,29-MAR-1995,10,1,INE592A01018,10
ORIENTPRES,Orient Press Ltd,EQ,08-FEB-1995,10,1,INE609C01016,10
OTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10
OUDHSUG,Oudh Sugar Mills Ltd,EQ,29-MAR-1995,10,1,INE594A01014,10
PAEL,PAE Limited,EQ,12-APR-1995,10,1,INE766A01018,10
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10
PANACEABIO,Panacea Biotec Ltd.,EQ,17-APR-1996,1,1,INE922B01023,1
PANORAMUNI,Panoramic Universal Limited,EQ,03-JAN-2007,5,1,INE194B01029,5
PANTALOONR,Pantaloon Retail (India) Ltd.,EQ,05-NOV-2001,2,1,INE623B01027,2
PAPERPROD,The Paper Products Limited,EQ,01-OCT-2004,2,1,INE275B01026,2
PARACABLES,Paramount Communications Ltd,EQ,03-JAN-2007,2,1,INE074B01023,2
PARADYNE,Paradyne Infotech Limited,EQ,10-NOV-2005,10,1,INE932G01013,10
PARAL,Parekh Aluminex Limited,EQ,21-NOV-2006,10,1,INE620C01013,10
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,10,1,INE561H01018,10
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1
PATNI,Patni Computer Systems Limited,EQ,25-FEB-2004,2,1,INE660F01012,2
PATSPINLTD,Patspin India Ltd,EQ,10-MAY-1995,10,1,INE790C01014,10
PAVCI,Panasonic AVC Networks India Co. Limited.,EQ,04-JUN-1997,10,1,INE071B01011,10
PBAINFRA,PBA Infrastructure Limited,EQ,24-NOV-2005,10,1,INE160H01019,10
PDUMJEAGRO,Pudumjee Agro Industries Ltd,EQ,19-JUL-1995,10,1,INE105C01015,10
PDUMJEPULP,Pudumjee Pulp & Paper Mills Ltd.,EQ,08-FEB-1995,10,1,INE606A01016,10
PEARLGLOBL,Pearl Global Ltd,EQ,10-MAY-1995,10,1,INE787B01012,10
PEARLPOLY,Pearl Polymers Ltd,EQ,11-OCT-1995,10,1,INE844A01013,10
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,10,1,INE138A01010,10
PETRONENGG,Petron Engineering Construction Ltd.,EQ,27-DEC-1995,10,1,INE742A01019,10
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10
PFIZER,Pfizer Ltd.,EQ,28-APR-1999,10,1,INE182A01018,10
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,10,1,INE367G01020,10
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10
PHILIPCARB,Phillips Carbon Black Ltd.,EQ,29-MAR-1995,10,1,INE602A01015,10
PHOENIXLMP,Phoenix Lamps Ltd,EQ,12-JAN-2004,10,1,INE455B01016,10
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,10,1,INE211B01021,10
PIDILITIND,Pidilite Industries Ltd,EQ,29-MAR-1995,1,1,INE318A01026,1
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
PIRAMYDRET,Piramyd Retail Limited,EQ,06-DEC-2005,10,1,INE034H01016,10
PITTILAM,Pitti Laminations Limited,EQ,02-FEB-2007,10,1,INE450D01013,10
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,10,1,INE083C01014,10
PLETHICO,Plethico Pharmaceuticals Limited,EQ,05-MAY-2006,10,1,INE491H01018,10
PNB,Punjab National Bank,EQ,24-APR-2002,10,1,INE160A01014,10
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
PNC,Pritish Nandy Communications Ltd.,EQ,11-DEC-2000,10,1,INE392B01011,10
POCHIRAJU,Pochiraju Industries Limited,EQ,09-FEB-2007,10,1,INE332G01032,10
POLARIS,Polaris Software Lab Limited,EQ,24-NOV-1999,5,1,INE763A01023,5
POLYPLEX,Polyplex Corporation Ltd.,EQ,11-APR-2003,10,1,INE633B01018,10
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10
PRAJIND,Praj Industries Ltd,EQ,11-OCT-1995,2,1,INE074A01025,2
PRAKASH,Prakash Industries Ltd,EQ,10-MAY-1995,10,1,INE603A01013,10
PRATIBHA,Pratibha Industries Limited,EQ,16-MAR-2006,10,1,INE308H01014,10
PRECOT,Precot Meridian Limited,EQ,19-AUG-2005,10,1,INE283A01014,10
PRECWIRE,Precision Wires India Ltd,EQ,06-SEP-1995,10,1,INE372C01011,10
PREMIER,Premier Limited,EQ,03-APR-1996,10,1,INE342A01018,10
PRICOL,Pricol Limited,EQ,03-APR-1996,1,1,INE605A01026,1
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
PRISMCEM,Prism Cements Ltd,EQ,20-AUG-2003,10,1,INE010A01011,10
PRITHVI,Prithvi Information Solutions Limited,EQ,16-NOV-2005,10,1,INE700C01013,10
PROVOGUE,Provogue (India) Limited,EQ,07-JUL-2005,10,1,INE968G01017,10
PSL,PSL Limited,EQ,29-MAY-2003,10,1,INE474B01017,10
PSTL,Pyramid Saimira Theatre Limited,EQ,05-JAN-2007,10,1,INE165H01018,10
PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,10,1,INE034D01023,10
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
PUNJABTRAC,Punjab Tractors Ltd.,EQ,14-JUN-1995,10,1,INE170A01013,10
PUNJLLOYD,Punj Lloyd Limited,EQ,06-JAN-2006,2,1,INE701B01021,2
PURVA,Puravankara Projects Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
PVR,PVR Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
QUINTEGRA,Quintegra Solutions Limited,EQ,20-DEC-2000,10,1,INE033B01011,10
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
RAINCALCIN,Rain Calcining Ltd,EQ,17-APR-1997,10,1,INE329A01015,10
RAIREKMOH,Raisaheb Reckhchand Mohota Spinning & Weaving Mills Ltd,EQ,10-APR-1996,10,100,INE313D01013,10
RAJESHEXPO,Rajesh Exports Ltd.,EQ,09-FEB-2000,2,1,INE343B01022,2
RAJRAYON,Raj Rayon Limited,EQ,04-JAN-2007,10,1,INE533D01016,10
RAJSREESUG,Rajshree Sugars & Chemicals Ltd,EQ,29-MAR-1995,10,1,INE562B01019,10
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,10,1,INE952H01019,10
RAJVIR,Rajvir Industries Limited,EQ,20-SEP-2005,10,1,INE011H01014,10
RALLIS,Rallis India Ltd.,EQ,01-APR-1999,10,1,INE613A01012,10
RAMANEWS,Rama Newsprint and Papers Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
RAMCOIND,Ramco Industries Ltd,EQ,06-NOV-1996,10,1,INE614A01010,10
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
RAMSARUP,Ramsarup Industries Limited,EQ,09-JUL-2007,10,1,INE005D01015,10
RANASUG,Rana Sugars Ltd,EQ,24-FEB-2005,10,1,INE625B01014,10
RANBAXY,Ranbaxy Laboratories Ltd,EQ,28-JUN-1995,5,1,INE015A01028,5
RANEBRAKE,Rane Brake Linings Limited,EQ,18-SEP-2003,10,1,INE413A01017,10
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,10,1,INE703B01019,10
RAYMOND,Raymond Ltd.,EQ,18-OCT-1995,10,1,INE301A01014,10
RCF,Rashtriya Chemicals and Fertilizers Ltd.,EQ,07-JAN-1998,10,1,INE027A01015,10
RCOM,Reliance Communications Limited,EQ,06-MAR-2006,5,1,INE330H01018,5
REDINGTON,Redington (India) Limited,EQ,15-FEB-2007,10,1,INE891D01018,10
REGENCERAM,Regency Ceramics Ltd.,EQ,05-JUN-1996,10,1,INE277C01012,10
REIAGRO,Rei Agro Limited,EQ,11-OCT-2004,10,1,INE385B01015,10
REL,Reliance Energy Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
RELCAPITAL,Reliance Capital Limited,EQ,29-NOV-1995,10,1,INE013A01015,10
RELIANCE,Reliance Industries Ltd,EQ,29-NOV-1995,10,1,INE002A01018,10
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,10,1,INE087H01014,10
REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10
REVL,Rane Engine Valves Limited,EQ,22-DEC-1999,10,1,INE385A01017,10
RICOAUTO,Rico Auto Industries Ltd,EQ,12-MAY-2003,1,1,INE209B01025,1
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
RNRL,Reliance Natural Resources Limited,EQ,01-MAR-2006,5,1,INE328H01012,5
ROHITFERRO,Rohit Ferro-Tech Limited,EQ,13-APR-2006,10,1,INE248H01012,10
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
ROLTA,Rolta India Ltd.,EQ,01-MAR-1995,10,1,INE293A01013,10
ROMAN,Roman Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
RPGCABLES,RPG Cables Ltd,EQ,17-MAY-1995,10,1,INE145A01015,10
RPGLS,RPG Life Sciences Limited,EQ,15-FEB-1995,10,1,INE629A01018,10
RPGTLTD,RPG Transmission Ltd,EQ,01-NOV-1995,10,1,INE621A01015,10
RPL,Reliance Petroleum Limited,EQ,11-MAY-2006,10,1,INE475H01011,10
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,10,1,INE165B01011,10
RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,10,1,INE411H01024,10
RUBYMILLS,The Ruby Mills Ltd,EQ,29-MAR-1995,10,1,INE301D01018,10
RUCHINFRA,Ruchi Infrastructure Ltd.,EQ,16-OCT-1996,1,1,INE413B01023,1
RUCHISOYA,Ruchi Soya Industries Ltd.,EQ,02-JAN-2003,10,1,INE619A01019,10
SABERORGAN,Sabero Organics Gujarat Ltd,EQ,08-JAN-1997,10,1,INE243A01018,10
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,10,1,INE226H01018,10
SAGCEM,Sagar Cements Ltd.,EQ,29-JAN-2007,10,1,INE229C01013,10
SAHPETRO,Sah Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
SAIL,Steel Authority of India Ltd.,EQ,06-JUL-1995,10,1,INE114A01011,10
SAKHTISUG,Sakthi Sugars Ltd.,EQ,06-SEP-1995,10,1,INE623A01011,10
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,10,1,INE667G01015,10
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,10,1,INE190H01016,10
SALORAINTL,Salora International Ltd.,EQ,15-FEB-1995,10,1,INE924A01013,10
SALSTEEL,S.A.L. Steel Limited,EQ,24-NOV-2004,10,1,INE658G01014,10
SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
SANGAMIND,Sangam (India) Ltd.,EQ,17-JUL-1996,10,1,INE495C01010,10
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
SANGHIPOLY,Sanghi Polyesters Ltd.,EQ,10-MAY-1995,10,1,INE146A01013,10
SANGHVIMOV,Sanghvi Movers Ltd.,EQ,24-JAN-2007,2,1,INE989A01024,2
SANWARIA,Sanwaria Agro Oils Limited,EQ,27-MAR-2006,2,1,INE890C01038,2
SAPL,South Asian Petrochem Limited,EQ,23-JUL-2007,10,1,INE801C01019,10
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,10,1,INE453D01017,10
SASKEN,Sasken Communication Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
SATHAISPAT,Sathavahana Ispat Ltd,EQ,27-DEC-2006,10,1,INE176C01016,10
SATYAMCOMP,Satyam Computer Services Ltd,EQ,01-DEC-1999,2,1,INE275A01028,2
SAVITACHEM,Savita Chemicals Ltd,EQ,28-JUN-1995,10,1,INE035D01012,10
SB&TINTL,SB&T International Ltd,EQ,06-NOV-1996,10,1,INE465B01015,10
SBBJ,State Bank of Bikaner and Jaipur,BT,31-DEC-2001,100,5,,100
SBIN,State Bank of India,EQ,01-MAR-1995,10,1,INE062A01012,10
SBT,State Bank of Travancore,BT,31-DEC-2001,100,5,,100
SCI,Shipping Corporation Of India Ltd.,EQ,13-AUG-1997,10,1,INE109A01011,10
SEAMECLTD,SEAMEC Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
SELMCL,SEL Manufacturing Company Limited,EQ,21-AUG-2007,10,1,INE105I01012,10
SESAGOA,Sesa Goa Ltd.,EQ,13-MAY-1998,10,1,INE205A01017,10
SESHAPAPER,Seshasayee Paper and Boards Ltd,EQ,29-MAR-1995,10,1,INE630A01016,10
SGL,Shivalik Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
SHANTIGEAR,Shanthi Gears Ltd,EQ,17-JAN-1996,1,1,INE631A01022,1
SHARRESLTD,Sharyans Resources Ltd.,EQ,27-DEC-2006,10,1,INE559D01011,10
SHASUNCHEM,Shasun Chemicals and Drugs Ltd.,EQ,15-DEC-2000,2,1,INE317A01028,2
SHIV-VANI,Shiv-Vani Oil & Gas Exploration Services Limited,EQ,22-JUL-2005,10,1,INE756B01017,10
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,10,1,INE637H01016,10
SHIVTEX,Shiva Texyarn Limited,EQ,18-OCT-1995,10,1,INE705C01012,10
SHOPERSTOP,Shopper?s Stop Limited,EQ,23-MAY-2005,10,1,INE498B01016,10
SHREEASHTA,Shree Ashtavinayak Cine Vision Limited,EQ,10-JAN-2007,10,1,INE538H01016,10
SHREECEM,Shree Cements Ltd,EQ,26-APR-1995,10,1,INE070A01015,10
SHRENUJ,Shrenuj & Co Ltd,EQ,04-JUN-2004,2,1,INE633A01028,2
SHREYANIND,Shreyans Industries Ltd,EQ,06-NOV-1996,10,1,INE231C01019,10
SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10
SHRINGAR,Shringar Cinemas Limited,EQ,29-APR-2005,10,1,INE886G01011,10
SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-APR-2005,10,1,INE722A01011,10
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10
SICAL,Sical Logistics Limited,EQ,28-APR-1999,10,1,INE075B01012,10
SIEMENS,Siemens Ltd,EQ,06-SEP-1995,2,1,INE003A01024,2
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
SIMPLEX,Simplex Projects Limited,EQ,03-AUG-2007,10,1,INE898F01018,10
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
SINTEX,Sintex Industries Ltd.,EQ,05-NOV-1998,2,1,INE429C01027,2
SIRPAPER,The Sirpur Paper Mills Ltd,EQ,14-JUN-1995,10,1,INE202C01010,10
SIYSIL,Siyaram Silk Mills Ltd,EQ,29-JAN-2007,10,1,INE076B01010,10
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
SKMEGGPROD,SKM Egg Products Export (India) Ltd.,EQ,14-MAR-1997,10,1,INE411D01015,10
SKUMARSYNF,S. Kumars Nationwide Ltd,EQ,23-AUG-1995,10,1,INE772A01016,10
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,10,1,INE812G01017,10
SOBHA,Sobha Developers Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
SOLAREX,Solar Explosives Limited,EQ,03-APR-2006,10,1,INE343H01011,10
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,10,1,INE355A01010,10
SOMATEX,Soma Textiles & Industries Ltd.,EQ,14-AUG-1996,10,1,INE314C01013,10
SONASTEER,Sona Koyo Steering Systems Ltd.,EQ,12-JAN-2004,2,1,INE643A01027,2
SONATSOFTW,Sonata Software Ltd,EQ,28-JUL-1999,1,1,INE269A01021,1
SOUTHBANK,The South Indian Bank Ltd.,EQ,08-DEC-1998,10,1,INE683A01015,10
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
SPENTEX,Spentex Industries Ltd,EQ,20-DEC-2006,10,1,INE376C01020,10
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
SPSL,Shree Precoated Steels Limited,EQ,26-SEP-2006,10,1,INE298G01019,10
SREINTFIN,SREI Infrastructure Finance Limited,EQ,20-DEC-1995,10,1,INE872A01014,10
SRF,SRF Ltd.,EQ,18-AUG-2003,10,1,INE647A01010,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
SRIADIKARI,Sri Adhikari Brothers Television Network Limited,EQ,09-JUN-1999,2,1,INE416A01028,2
SRTRANSFIN,Shriram Transport Finance Co. Ltd.,EQ,11-DEC-1996,10,1,INE721A01013,10
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,10,1,INE802C01017,10
STAR,Strides Arcolab Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
